Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter £®nm£©,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),Reduction Temperature,Reduction Time/min,Reducing agent( chemical name in english),pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential £®V vsRHE£©,Onset Potential £®V vsRHE£©,Reduce in MA/ mA mg-1,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp©,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0
Three-dimensional catalyst electrodes based on PtPd nanodendrites for oxygen reduction reaction in PEFC applications,shangfeng du,china,University of Birmingham,2016,Pt nanowire,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3.1,,none,0,0,25,,formic acid,7,25,0,0,0,14.7,225,1.530612245,,,,0.3,16,0.4,,,nafion 212,50,125,4.9,2,100,1,70,195,360,1.3,2.4,195,360,0.2,,0.21,686,0.95,0.87,0.835,0.81,0.78,0.755,0.73,0.7,0.685,0.65,0.625,0.595,0.555,0.525,0.49,0.45,0.401,0.35521,0.31504,0.27951,0.24788,0.21952,0.19396,0.1708,0.14972,0.13045,0.11276,0.09648,0.08143,0.06749,0.05454
Three-dimensional catalyst electrodes based on PtPd nanodendrites for oxygen reduction reaction in PEFC applications,shangfeng du,china,University of Birmingham,2016,PtPd 0.5,99.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3.1,,none,0,0,25,,formic acid,7,25,0,0,0,18.15,225,1.239669421,,,,0.3,16,0.4,,,nafion 212,50,125,4.9,2,100,1,70,195,360,1.3,2.4,195,360,0.2,,0.21,705.008,0.95,0.87,0.835,0.81,0.78,0.755,0.73,0.7,0.685,0.65,0.625,0.595,0.555,0.535,0.501,0.47,0.44063,0.41277,0.38763,0.36484,0.34408,0.32509,0.30765,0.29158,0.27673,0.26296,0.25016,0.23822,0.22707,0.21663,0.20683
Three-dimensional catalyst electrodes based on PtPd nanodendrites for oxygen reduction reaction in PEFC applications,shangfeng du,china,University of Birmingham,2016,PtPd 5,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3.1,,none,0,0,25,,formic acid,7,25,0,0,0,22.4,225,1.004464286,,,,0.3,16,0.4,,,nafion 212,50,125,4.9,2,100,1,70,195,360,1.3,2.4,195,360,0.2,,0.21,772.5,0.95,0.865,0.83,0.8,0.78,0.755,0.73,0.71,0.698,0.675,0.65,0.625,0.6,0.575,0.55,0.515,0.48,0.44695,0.41741,0.39083,0.36679,0.34495,0.32501,0.30675,0.28995,0.27445,0.2601,0.24678,0.23438,0.22281,0.21198
Three-dimensional catalyst electrodes based on PtPd nanodendrites for oxygen reduction reaction in PEFC applications,shangfeng du,china,University of Birmingham,2016,PtPd 50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3.1,,none,0,0,25,,formic acid,7,25,0,0,0,0.49,225,45.91836735,,,,0.3,16,0.4,,,nafion 212,50,125,4.9,2,100,1,70,195,360,1.3,2.4,195,360,0.2,,0.21,407,0.89,0.775,0.71,0.665,0.61,0.575,0.54,0.5,0.475,0.45,0.405,0.37,0.33,0.29238,0.25898,0.22914,0.2023,0.17805,0.15602,0.13592,0.11751,0.10059,0.08497,0.07052,0.05711,0.04463,0.03299,0.0221,0.0119,0.01,0.01
Superior durability and stability of Pt electrocatalyst on N-doped graphene-TiO2 hybrid material for oxygen reduction reaction and polymer electrolyte membrane fuel cells,yongsug tak,korea,inha University,2019,Pt/NG-TiON,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,55.46,27.73,0,0,0,0,0.067,2.02,0.127,graphene/oxide hybrid,,600,25,,formic acid,11,300,2,0,1,20.3,305.18,1.503349754,,1,225,,5,0.76,0.4,,nafion 212,50,,,,100,0,80,,,,,0,0,0.1,,1,1240.17,1.05,0.875,0.84,0.81,0.798,0.775,0.755,0.73,0.72,0.705,0.69,0.675,0.66,0.645,0.625,0.61,0.6,0.58,0.565,0.55,0.535,0.52,0.505,0.49056,0.47716,0.46468,0.45305,0.44217,0.43197,0.42239,0.41339
Superior durability and stability of Pt electrocatalyst on N-doped graphene-TiO2 hybrid material for oxygen reduction reaction and polymer electrolyte membrane fuel cells,yongsug tak,korea,inha University,2019,Pt/C 40wt%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,61.7,217,0.351701783,,0.95,38.6,,5,0.5,0.4,,nafion 212,50,,,,100,0,80,,,,,0,0,0.1,,1,1011.51,0.99,0.81,0.775,0.75,0.72,0.7,0.68,0.66,0.645,0.63,0.615,0.605,0.59,0.575,0.56,0.55,0.54,0.52,0.51,0.5,0.48,0.465,0.45,0.43,0.415,0.4,0.38556,0.37216,0.35968,0.34805,0.33717
Superior durability and stability of Pt electrocatalyst on N-doped graphene-TiO2 hybrid material for oxygen reduction reaction and polymer electrolyte membrane fuel cells,yongsug tak,korea,inha University,2019,Pt/NG-TiON,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,55.46,27.73,0,0,0,0,0.067,2.02,0.127,graphene/oxide hybrid,,600,25,,formic acid,11,300,2,0,1,20.3,305.18,1.503349754,,1,225,,5,0.76,0.4,,nafion 212,50,,,,100,0,80,,,,,0,0,0.18,,0.21,678,0.99,0.865,0.825,0.8,0.77,0.75,0.725,0.71,0.685,0.65,0.63,0.605,0.565,0.52,0.475,0.43283,0.39565,0.36262,0.33308,0.30651,0.28249,0.26065,0.24073,0.22247,0.20567,0.19017,0.17583,0.16251,0.15012,0.13855,0.12773
Superior durability and stability of Pt electrocatalyst on N-doped graphene-TiO2 hybrid material for oxygen reduction reaction and polymer electrolyte membrane fuel cells,yongsug tak,korea,inha University,2019,Pt/C 40wt%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,61.7,217,0.351701783,,0.95,38.6,,5,0.5,0.4,,nafion 212,50,,,,100,0,80,,,,,0,0,0.18,,0.21,658,0.97,0.775,0.75,0.72,0.7,0.675,0.65,0.625,0.605,0.59,0.565,0.545,0.52,0.5,0.47,0.43,0.4,0.35,0.3,0.2533,0.21239,0.17625,0.1441,0.1153,0.08936,0.06588,0.04452,0.02501,0.01,0.01,0.01
Nb-doped TiO2 support with enhanced durability as a cathode for polymer electrolyte membrane fuel cells,yongsug tak,korea,Inha University,2019,Pt/TiO2-Nb4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,46.8,23.4,0,7.8,0,0,0,3.9,,oxide,,,90,180,formic acid,10,400,3,0,1,61.7,217,0.351701783,,,,,,0.2,0.2,,nafion 112,50,,,,100,1,80,,,,,0,0,0,,1,581,0.935,0.8,0.75,0.71,0.68,0.65,0.62,0.595,0.565,0.54,0.515,0.49,0.47,0.44,0.415,0.38,0.35,0.325,0.3,0.255,0.22,0.185,0.15195,0.12241,0.09583,0.07179,0.04995,0.03001,0.01175,0.01,0.01
Nb-doped TiO2 support with enhanced durability as a cathode for polymer electrolyte membrane fuel cells,yongsug tak,korea,Inha University,2019,Pt/C 40wt%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,61.7,217,0.351701783,,,,,,0.2,0.2,,nafion 112,50,,,,100,1,80,,,,,0,0,0,,1,588,0.97,0.8,0.75,0.71,0.675,0.645,0.62,0.6,0.575,0.55,0.525,0.498,0.48,0.45,0.42,0.38,0.355,0.315,0.275,0.23,0.195,0.16195,0.13241,0.10583,0.08179,0.05995,0.04001,0.02175,0.01,0.01,0.01
Direct formation of Pt catalyst on gas diffusion layer using sonochemical deposition method for the application in polymer electrolyte membrane fuel cell,Taeho Lim,korea,seoul National University,2018,Pt/CP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4.84,,none,0,0,25,120,ascorbic acid,7,25,0,0,0,0.96,180,18.75,,,,,5,0.28,0.24,40,nafion 212,50,125,2,2,100,1,70,,,,,0,0,0,,1,322,0.9,0.76,0.71,0.65,0.602,0.56,0.515,0.46,0.402,0.34,0.28253,0.23287,0.18954,0.1514,0.11757,0.08736,0.06021,0.03569,0.01343,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Direct formation of Pt catalyst on gas diffusion layer using sonochemical deposition method for the application in polymer electrolyte membrane fuel cell,Taeho Lim,korea,seoul National University,2018,Pt/CP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4.84,,none,0,0,25,120,ascorbic acid,7,25,0,0,0,0.96,180,18.75,,,,,5,0.28,0.24,40,nafion 212,50,125,2,2,100,1,70,,,,,0,0,0.05,,1,437.8,0.9,0.79,0.75,0.71,0.675,0.63,0.6,0.555,0.52,0.475,0.43,0.398,0.35,0.302,0.25711,0.21768,0.18278,0.15166,0.12375,0.09857,0.07573,0.05494,0.03591,0.01845,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Direct formation of Pt catalyst on gas diffusion layer using sonochemical deposition method for the application in polymer electrolyte membrane fuel cell,Taeho Lim,korea,seoul National University,2018,Pt/CP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4.84,,none,0,0,25,120,ascorbic acid,7,25,0,0,0,0.96,180,18.75,,,,,5,0.28,0.24,40,nafion 212,50,125,2,2,100,1,70,,,,,0,0,0.25,,1,688.5,0.91,0.815,0.785,0.75,0.725,0.7,0.675,0.65,0.625,0.6,0.575,0.55,0.53,0.505,0.485,0.455,0.425,0.405,0.38,0.36,0.335,0.31,0.29,0.26,0.235,0.202,0.17,0.135,0.10195,0.07241,0.04583
Direct formation of Pt catalyst on gas diffusion layer using sonochemical deposition method for the application in polymer electrolyte membrane fuel cell,Taeho Lim,korea,seoul National University,2018,Pt/C 40wt%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,61.7,217,0.351701783,,,,0.319,5,0.28,0.24,40,nafion 212,50,125,2,2,100,1,70,,,,,0,0,0.25,,1,980,0.98,0.84,0.815,0.798,0.77,0.757,0.745,0.725,0.705,0.695,0.68,0.66,0.64,0.625,0.61,0.598,0.575,0.555,0.535,0.51,0.49,0.46,0.44,0.415,0.39,0.35,0.325,0.297,0.25,0.175,0.10598
Highly stable nanostructured membrane electrode assembly based on Pt/Nb2O5 nanobelts with reduced platinum loading for proton exchange membrane fuel cells,Zhigang Shao,china,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2017,Pt/Nb2O5 NB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,53.26,0,0,21.3,0,0,0,3,,none,,,25,0,sputter,7,25,0,0,0,23.9,225,0.941422594,,,,,2.56,0.066,0.25,70,nafion 212,50,140,3,3,80,0,80,,,,,0,0,0.2,,1,382.5,0.905,0.79,0.735,0.685,0.645,0.6,0.552,0.505,0.47,0.425,0.38,0.33783,0.30065,0.26762,0.23808,0.21151,0.18749,0.16565,0.14573,0.12747,0.11067,0.09517,0.08083,0.06751,0.05512,0.04355,0.03273,0.02225,0.01243,0.01,0.01
Highly stable nanostructured membrane electrode assembly based on Pt/Nb2O5 nanobelts with reduced platinum loading for proton exchange membrane fuel cells,Zhigang Shao,china,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2017,Pt/C 70wt%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,30,4.4,1.3,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,54.5,180,0.330275229,,,,0.2,2.56,0.1,0.25,70,nafion 212,50,140,3,3,80,0,80,,,,,0,0,0.2,,1,950.64,0.955,0.835,0.8,0.77,0.747,0.72,0.7,0.675,0.655,0.63,0.61,0.595,0.575,0.552,0.535,0.52,0.5,0.48,0.465,0.44,0.425,0.41056,0.39716,0.38468,0.37305,0.36217,0.35197,0.34239,0.33339,0.32489,0.31688
Nanostructured Polyaniline-Decorated Pt/C@PANI Core®CShell Catalyst with Enhanced Durability and Activity,Z.D. Wei,china,chongqing University,2012,Pt/C@PANI,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4.41,0,5.1,0,0,0,0,0,0,50.1,3,,home-made nitrogen-doped carbon,,,198,1.6,ethylene glycol,10,25,0,0,0,60.7,217,0.357495881,,,,0.333,5,0.2,0.3,40,nafion 112,50,137,2,5,100,1,70,,,,,0,0,0.1,,1,792,0.99,0.875,0.835,0.81,0.785,0.765,0.745,0.725,0.702,0.68,0.66,0.63,0.605,0.58,0.555,0.525,0.495,0.465,0.425,0.38738,0.35398,0.3224,0.2941,0.26859,0.24547,0.22442,0.20518,0.18752,0.17126,0.15623,0.14231
Nanostructured Polyaniline-Decorated Pt/C@PANI Core®CShell Catalyst with Enhanced Durability and Activity,Z.D. Wei,china,chongqing University,2012,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,1.3,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,61.7,217,0.351701783,,,,0.333,5,0.2,0.3,40,nafion 112,50,137,2,5,100,1,70,,,,,0,0,0.1,,1,813.6,0.975,0.85,0.82,0.785,0.76,0.74,0.715,0.69,0.672,0.65,0.627,0.61,0.585,0.565,0.545,0.525,0.5,0.475,0.452,0.428,0.405,0.38305,0.36303,0.34468,0.32781,0.31224,0.29784,0.28446,0.27202,0.26041,0.24955
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,71.4,2.8,0.5,EC300,40,875,220,30,oleylamine,7,400,4,0,1,93,225,0.241935484,,,,0.7,29.2,0.051,,,nafion 212,50,140,3,2.8,100,0,80,,,,,0,0,0,,0.21,404.892,0.95,0.75,0.65,0.625,0.585,0.555,0.525,0.5,0.47,0.435,0.4,0.36695,0.33741,0.31083,0.28679,0.26495,0.24501,0.22675,0.20995,0.19445,0.1801,0.16678,0.15438,0.14281,0.13198,0.12184,0.11231,0.10307,0.09437,0.08616,0.0784
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/GCB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,70.7,3.3,0.5,home-made carbon,,164,220,30,oleylamine,7,400,4,0,1,52,225,0.432692308,,,,0.7,29.2,0.048,,,nafion 212,50,140,3,2.8,100,0,80,,,,,0,0,0,,0.21,756.96,0.9,0.675,0.615,0.575,0.555,0.55,0.535,0.52,0.5,0.49,0.465,0.43,0.415,0.40056,0.38716,0.37468,0.36263,0.35137,0.34083,0.33094,0.32165,0.3129,0.30464,0.29684,0.28946,0.28246,0.27582,0.26951,0.2635,0.25778,0.25232
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,n-Pt/AB800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,75,2.6,0.3,AB800,,779,220,30,oleylamine,7,400,4,0,1,74,225,0.304054054,,,,0.7,29.2,0.049,,,nafion 212,50,140,3,2.8,100,0,80,,,,,0,0,0,,0.21,818.04,0.91,0.7,0.665,0.65,0.625,0.58,0.565,0.55,0.54,0.525,0.5,0.495,0.475,0.46,0.43,0.415,0.40056,0.38716,0.37468,0.36305,0.35217,0.34197,0.33239,0.32339,0.31489,0.30688,0.29929,0.29211,0.2853,0.27883,0.27268
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,n-Pt/AB250,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,74.9,2.5,0.3,AB250,,219,220,30,oleylamine,7,400,4,0,1,68,225,0.330882353,,,,0.7,29.2,0.051,,,nafion 212,50,140,3,2.8,100,0,80,,,,,0,0,0,,0.21,675,0.905,0.71,0.675,0.64,0.615,0.6,0.59,0.58,0.56,0.55,0.535,0.515,0.505,0.495,0.48,0.45,0.42156,0.39592,0.3727,0.35157,0.33225,0.31452,0.2982,0.28312,0.26915,0.25617,0.24407,0.23277,0.2222,0.21228,0.20296
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,71.4,2.8,0.5,EC300,40,875,220,30,oleylamine,7,400,4,0,1,93,225,0.241935484,,,,0.7,29.2,0.051,,,nafion 212,50,140,3,2.8,80,0,80,,,,,0,0,0,,0.21,611,0.98,0.77,0.74,0.705,0.69,0.66,0.645,0.625,0.6,0.575,0.555,0.52,0.49,0.47,0.425,0.38283,0.34323,0.30818,0.27695,0.24893,0.22366,0.20075,0.17989,0.16081,0.1433,0.12716,0.11225,0.09842,0.08557,0.07359,0.0624
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/GCB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,70.7,3.3,0.5,home-made carbon,,164,220,30,oleylamine,7,400,4,0,1,52,225,0.432692308,,,,0.7,29.2,0.048,,,nafion 212,50,140,3,2.8,80,0,80,,,,,0,0,0,,0.21,624,0.93,0.675,0.66,0.65,0.635,0.62,0.605,0.595,0.575,0.56,0.535,0.525,0.5,0.48,0.43,0.3833,0.33959,0.30113,0.26704,0.2366,0.20927,0.18458,0.16218,0.14175,0.12306,0.10588,0.09004,0.0754,0.06181,0.04917,0.03738
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,n-Pt/AB800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,75,2.6,0.3,AB800,,779,220,30,oleylamine,7,400,4,0,1,74,225,0.304054054,,,,0.7,29.2,0.049,,,nafion 212,50,140,3,2.8,80,0,80,,,,,0,0,0,,0.21,931.35,0.95,0.725,0.7,0.675,0.66,0.65,0.635,0.62,0.605,0.59,0.58,0.56,0.545,0.525,0.51,0.49,0.47086,0.45328,0.4371,0.42214,0.40827,0.39539,0.38338,0.37216,0.36166,0.3518,0.34254,0.33382,0.32559,0.31781,0.31045
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,n-Pt/AB250,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,74.9,2.5,0.3,AB250,,219,220,30,oleylamine,7,400,4,0,1,68,225,0.330882353,,,,0.7,29.2,0.051,,,nafion 212,50,140,3,2.8,80,0,80,,,,,0,0,0,,0.21,1058.04,0.93,0.7,0.68,0.665,0.64,0.635,0.62,0.607,0.598,0.585,0.57,0.555,0.54,0.53,0.51,0.495,0.48056,0.46716,0.45468,0.44305,0.43217,0.42197,0.41239,0.40339,0.39489,0.38688,0.37929,0.37211,0.3653,0.35883,0.35268
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,71.4,2.8,0.5,EC300,40,875,220,30,oleylamine,7,400,4,0,1,93,225,0.241935484,,,,0.7,29.2,0.051,,,nafion 212,50,140,3,2.8,53,0,80,,,,,0,0,0,,0.21,854.04,0.99,0.77,0.72,0.69,0.655,0.625,0.57,0.54,0.505,0.498,0.48,0.46273,0.44682,0.4321,0.41845,0.40575,0.39391,0.38285,0.37249,0.36276,0.35362,0.345,0.33687,0.32918,0.3219,0.315,0.30845,0.30206,0.29599,0.2902,0.28468
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/GCB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,70.7,3.3,0.5,home-made carbon,,164,220,30,oleylamine,7,400,4,0,1,52,225,0.432692308,,,,0.7,29.2,0.048,,,nafion 212,50,140,3,2.8,53,0,80,,,,,0,0,0,,0.21,1131.51,0.93,0.665,0.625,0.6,0.59,0.57,0.55,0.54,0.52,0.51,0.5,0.49031,0.48119,0.4726,0.46449,0.45683,0.44957,0.44269,0.43615,0.42994,0.42403,0.41839,0.41301,0.40787,0.40296,0.39826,0.39376,0.38935,0.38513,0.38107,0.37717
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,n-Pt/AB800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,75,2.6,0.3,AB800,,779,220,30,oleylamine,7,400,4,0,1,74,225,0.304054054,,,,0.7,29.2,0.049,,,nafion 212,50,140,3,2.8,53,0,80,,,,,0,0,0,,0.21,860.01,0.965,0.7,0.665,0.64,0.615,0.6,0.585,0.57,0.55,0.535,0.525,0.51,0.5,0.48,0.46086,0.44328,0.4271,0.41214,0.39827,0.38539,0.37338,0.36216,0.35166,0.3418,0.33254,0.32382,0.31559,0.30781,0.30045,0.29347,0.28667
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,n-Pt/AB250,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,74.9,2.5,0.3,AB250,,219,220,30,oleylamine,7,400,4,0,1,68,225,0.330882353,,,,0.7,29.2,0.051,,,nafion 212,50,140,3,2.8,53,0,80,,,,,0,0,0,,0.21,945.39,0.93,0.675,0.645,0.62,0.605,0.595,0.58,0.57,0.565,0.555,0.47,0.44,0.43,0.42031,0.41119,0.4026,0.39449,0.38683,0.37957,0.37269,0.36615,0.35994,0.35403,0.34839,0.34301,0.33787,0.33296,0.32826,0.32376,0.31935,0.31513
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,71.4,2.8,0.5,EC300,40,875,220,30,oleylamine,7,400,4,0,1,93,225,0.241935484,,,,0.7,29.2,0.051,,,nafion 212,50,140,3,2.8,30,0,80,,,,,0,0,0,,0.21,421.575,0.99,0.7,0.64,0.59,0.535,0.5,0.46695,0.4357,0.40767,0.38238,0.35947,0.3386,0.31951,0.30199,0.28584,0.27092,0.25709,0.24424,0.23226,0.22106,0.21058,0.20075,0.19151,0.18254,0.17409,0.16611,0.15856,0.15141,0.14462,0.13818,0.13205
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/GCB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,70.7,3.3,0.5,home-made carbon,,164,220,30,oleylamine,7,400,4,0,1,52,225,0.432692308,,,,0.7,29.2,0.048,,,nafion 212,50,140,3,2.8,30,0,80,,,,,0,0,0,,0.21,692.64,0.94,0.62,0.575,0.55,0.525,0.502,0.48005,0.45908,0.43991,0.42231,0.40611,0.39113,0.37725,0.36435,0.35232,0.34109,0.33058,0.32071,0.31144,0.30271,0.29447,0.28669,0.27932,0.27214,0.26534,0.25888,0.25273,0.24687,0.24129,0.23597,0.23088
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,n-Pt/AB800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,75,2.6,0.3,AB800,,779,220,30,oleylamine,7,400,4,0,1,74,225,0.304054054,,,,0.7,29.2,0.049,,,nafion 212,50,140,3,2.8,30,0,80,,,,,0,0,0,,0.21,678,0.99,0.665,0.61,0.585,0.555,0.525,0.5,0.47619,0.45455,0.43478,0.41667,0.4,0.38462,0.37037,0.35714,0.34483,0.33333,0.32258,0.3125,0.30303,0.29412,0.28571,0.27778,0.27007,0.26277,0.25584,0.24927,0.24302,0.23708,0.23141,0.226
